OCCUPATION,SALARY,INSTALLMENT,TENOR,USIA,MERK,STATUS
O3,1375000,420000,36,60,KAWASAKI,LUNAS
O3,1840000,319000,36,52,KAWASAKI,LUNAS
O3,1202000,386000,35,45,SUZUKI,TARIKAN
O3,1248800,390000,36,37,KAWASAKI,LUNAS
O3,1529000,392000,35,46,SUZUKI,LUNAS
O2,1268000,386000,35,25,SUZUKI,LUNAS
O2,1225000,399000,35,40,SUZUKI,LUNAS
O3,1363680,407000,35,37,SUZUKI,LUNAS
O3,1168400,370000,36,35,SUZUKI,LUNAS
O3,1843200,573000,24,54,SUZUKI,LUNAS
O3,1476000,367000,36,61,SUZUKI,LUNAS
O3,1670240,473000,35,44,KAWASAKI,LUNAS
O3,1512000,382000,35,28,YAMAHA,LUNAS
O3,2200000,650000,23,33,KAWASAKI,LUNAS
O3,1515000,470000,35,40,SUZUKI,LUNAS
O3,2000000,377000,36,46,SUZUKI,LUNAS
O2,1220000,382000,35,30,YAMAHA,LUNAS
O3,1590800,351000,36,56,SUZUKI,LUNAS
O3,1544000,422000,36,35,SUZUKI,LUNAS
O3,1570000,479000,35,32,SUZUKI,LUNAS
O3,1270300,381000,35,49,SUZUKI,TARIKAN
O3,1146000,327000,36,47,SUZUKI,LUNAS
O3,1215500,351000,36,29,SUZUKI,LUNAS
O3,1546000,360000,36,36,SUZUKI,LUNAS
O2,786729,372000,30,35,SUZUKI,LUNAS
O3,1413600,360000,30,48,SUZUKI,LUNAS
O3,936032,473000,35,54,KAWASAKI,LUNAS
O3,1771200,469000,35,27,KAWASAKI,LUNAS
O3,1344000,450000,29,53,YAMAHA,LUNAS
O3,1428000,457000,36,38,KAWASAKI,LUNAS
O2,6500000,523000,36,24,SUZUKI,LUNAS
O3,1184000,386000,35,49,SUZUKI,LUNAS
O3,1358800,403000,35,49,SUZUKI,LUNAS
O1,1451200,460000,24,46,HONDA,LUNAS
O2,1732000,510000,30,30,YAMAHA,LUNAS
O3,1236800,390000,35,38,SUZUKI,TARIKAN
O2,1485252,468000,36,29,SUZUKI,LUNAS
O3,1500000,488000,35,37,KAWASAKI,LUNAS
O3,1478000,446000,35,36,KAWASAKI,LUNAS
O1,929900,457000,36,54,KAWASAKI,LUNAS
O1,1269900,382000,35,59,YAMAHA,LUNAS
O3,4751600,509000,30,36,SUZUKI,LUNAS
O3,1360640,420000,24,52,YAMAHA,LUNAS
O2,1487337,496000,35,35,SUZUKI,LUNAS
O2,1126670,373000,36,30,SUZUKI,LUNAS
O3,1750000,470000,35,49,SUZUKI,LUNAS
O2,1515000,530000,18,35,SUZUKI,LUNAS
O3,1939280,648000,23,28,SUZUKI,LUNAS
O2,890950,534000,29,31,SUZUKI,LUNAS
O3,1376000,428000,36,36,SUZUKI,LUNAS
O3,1538620,681000,18,50,SUZUKI,LUNAS
O2,1219200,473000,35,44,KAWASAKI,LUNAS
O2,1560000,470000,35,40,SUZUKI,LUNAS
O3,2315000,504000,35,58,SUZUKI,LUNAS
O2,1535750,500000,35,37,SUZUKI,LUNAS
O3,1378000,370000,36,35,SUZUKI,LUNAS
O3,1400000,448000,29,27,SUZUKI,LUNAS
O3,1448000,375000,36,43,SUZUKI,LUNAS
O3,1510640,492000,35,42,SUZUKI,LUNAS
O3,1420000,366000,36,39,SUZUKI,LUNAS
O1,1530100,470000,35,61,SUZUKI,LUNAS
O3,2144000,490000,35,56,SUZUKI,LUNAS
O2,1444050,388000,24,38,SUZUKI,LUNAS
O3,1784000,407000,36,43,KAWASAKI,LUNAS
O2,1562400,487000,35,27,SUZUKI,LUNAS
O2,2300000,382000,35,43,YAMAHA,LUNAS
O2,1223433,386000,35,27,SUZUKI,LUNAS
O3,1447600,366000,36,38,SUZUKI,LUNAS
O3,1260000,350000,36,57,SUZUKI,LUNAS
O3,1381600,428000,36,35,SUZUKI,LUNAS
O2,1766966,419000,36,32,SUZUKI,LUNAS
O3,1477200,371000,36,51,SUZUKI,LUNAS
O3,1282800,423000,36,54,SUZUKI,LUNAS
O2,1500000,511000,30,39,SUZUKI,LUNAS
O2,6750000,387000,35,32,SUZUKI,LUNAS
O2,6533320,510000,35,25,KAWASAKI,LUNAS
O3,1314000,387000,35,37,SUZUKI,LUNAS
O2,704320,510000,35,26,KAWASAKI,LUNAS
O3,1586000,413000,36,53,KAWASAKI,LUNAS
O4,7553000,1042000,18,54,HONDA,LUNAS
O3,1660000,344000,36,40,SUZUKI,LUNAS
O3,1250000,348000,36,66,SUZUKI,LUNAS
O3,1878000,569000,24,41,SUZUKI,LUNAS
O3,1064000,322000,36,45,SUZUKI,LUNAS
O2,867500,248000,36,46,SUZUKI,LUNAS
O3,1545625,524000,29,57,KAWASAKI,LUNAS
O3,1539275,361000,24,36,SUZUKI,LUNAS
O3,1169166,510000,35,43,KAWASAKI,TARIKAN
O3,1351000,360000,36,50,YAMAHA,LUNAS
O3,1323040,420000,36,42,KAWASAKI,LUNAS
O3,1382500,466000,30,59,SUZUKI,LUNAS
O2,1047400,322000,36,33,SUZUKI,LUNAS
O2,1650000,423000,36,42,SUZUKI,LUNAS
O3,1355600,429000,36,50,KAWASAKI,LUNAS
O3,1164220,380000,35,43,SUZUKI,LUNAS
O3,1496000,447000,35,38,KAWASAKI,LUNAS
O3,1586600,441000,36,61,SUZUKI,LUNAS
O3,1436000,390000,36,31,KAWASAKI,LUNAS
O3,2013500,477000,24,53,SUZUKI,LUNAS
O3,1317040,374000,36,60,SUZUKI,LUNAS
O3,3231400,1042000,12,55,SUZUKI,LUNAS
O3,1697750,473000,35,46,KAWASAKI,LUNAS
O3,2010000,464000,35,33,KAWASAKI,LUNAS
O2,1038950,340000,36,28,SUZUKI,LUNAS
O3,1286000,388000,36,49,SUZUKI,LUNAS
O3,898100,257000,18,48,HONDA,LUNAS
O1,1056800,501000,24,48,SUZUKI,LUNAS
O2,1044500,321000,24,42,SUZUKI,LUNAS
O3,1025600,279000,36,39,SUZUKI,LUNAS
O2,1260000,374000,36,48,SUZUKI,LUNAS
O3,1374400,395000,35,52,SUZUKI,LUNAS
O3,1339600,414000,36,45,SUZUKI,LUNAS
O3,1286240,362000,36,50,SUZUKI,LUNAS
O3,1521760,389000,35,56,SUZUKI,LUNAS
O1,1312500,978000,11,37,SUZUKI,LUNAS
O2,1347340,449000,36,49,SUZUKI,LUNAS
O3,1613600,500000,35,45,SUZUKI,LUNAS
O3,2424400,481000,35,33,SUZUKI,TARIKAN
O4,6750000,460000,35,32,KAWASAKI,LUNAS
O3,1505200,400000,35,53,SUZUKI,LUNAS
O4,6100000,395000,36,61,HONDA,LUNAS
O3,3296760,510000,35,37,KAWASAKI,LUNAS
O3,2135120,544000,24,50,SUZUKI,LUNAS
O3,1790000,400000,35,32,SUZUKI,LUNAS
O3,1140000,257000,36,46,SUZUKI,LUNAS
O3,1494000,486000,35,50,SUZUKI,LUNAS
O3,1720000,387000,35,45,SUZUKI,LUNAS
O3,1930880,592000,24,34,SUZUKI,LUNAS
O2,700000,348000,36,37,SUZUKI,LUNAS
O3,2700000,475000,35,46,SUZUKI,LUNAS
O2,1373500,455000,18,32,SUZUKI,LUNAS
O2,1193900,380000,36,42,SUZUKI,LUNAS
O2,1121738,486000,35,29,SUZUKI,LUNAS
O3,1523333,475000,36,49,HONDA,LUNAS
O2,1266200,441000,36,29,SUZUKI,LUNAS
O3,1390000,458000,36,52,SUZUKI,LUNAS
O2,1750000,488000,24,32,SUZUKI,LUNAS
O3,1023900,244000,36,38,SUZUKI,LUNAS
O3,1240000,340000,36,64,SUZUKI,LUNAS
O2,1250000,407000,35,28,SUZUKI,LUNAS
O2,1400000,457000,36,48,SUZUKI,LUNAS
O3,1680000,502000,35,55,KAWASAKI,LUNAS
O3,1700000,469000,35,43,KAWASAKI,LUNAS
O3,1478000,467000,35,45,SUZUKI,LUNAS
O2,1235800,353000,36,27,SUZUKI,LUNAS
O2,1050000,335000,36,39,SUZUKI,LUNAS
O3,1269600,407000,30,38,SUZUKI,LUNAS
O2,1198680,367000,36,40,SUZUKI,LUNAS
O3,1525200,490000,35,57,SUZUKI,TARIKAN
O3,1423200,369000,30,47,SUZUKI,LUNAS
O2,5060000,387000,35,26,SUZUKI,LUNAS
O2,1455000,419000,36,36,SUZUKI,LUNAS
O3,1500000,379000,36,38,SUZUKI,LUNAS
O3,1480000,375000,36,44,SUZUKI,LUNAS
O3,1483600,400000,35,45,SUZUKI,LUNAS
O2,1330100,427000,30,30,SUZUKI,LUNAS
O3,1310000,400000,35,49,SUZUKI,LUNAS
O3,1303520,380000,35,61,YAMAHA,LUNAS
O3,1249600,400000,35,37,SUZUKI,LUNAS
O3,1372480,380000,35,61,YAMAHA,LUNAS
O3,1800000,257000,36,44,SUZUKI,LUNAS
O2,1741200,370000,36,43,SUZUKI,LUNAS
O3,810312,380000,35,59,YAMAHA,TARIKAN
O3,2164000,641000,23,49,SUZUKI,LUNAS
O2,1412000,362000,36,31,SUZUKI,LUNAS
O3,1248000,383000,30,46,SUZUKI,LUNAS
O3,1367000,429000,36,28,KAWASAKI,LUNAS
O3,1509000,473000,35,31,KAWASAKI,LUNAS
O3,1572000,447000,35,38,KAWASAKI,LUNAS
O3,1501280,480000,35,49,SUZUKI,LUNAS
O3,1316000,414000,36,49,SUZUKI,LUNAS
O2,890200,357000,36,36,SUZUKI,LUNAS
O3,1689000,540000,24,35,SUZUKI,LUNAS
O3,1522000,486000,35,29,SUZUKI,LUNAS
O3,1414000,443000,24,60,SUZUKI,LUNAS
O3,1273450,340000,36,47,SUZUKI,LUNAS
O3,2057500,475000,35,48,SUZUKI,LUNAS
O3,1911000,540000,29,38,SUZUKI,LUNAS
O2,1248840,400000,36,32,SUZUKI,LUNAS
O3,1401280,366000,36,33,SUZUKI,LUNAS
O3,1104000,296000,36,46,SUZUKI,LUNAS
O3,1390720,455000,30,61,KAWASAKI,LUNAS
O3,1430000,451000,35,58,KAWASAKI,LUNAS
O3,1108080,370000,36,45,SUZUKI,LUNAS
O2,2622312,591000,18,40,SUZUKI,LUNAS
O3,1087000,348000,36,50,SUZUKI,LUNAS
O3,1250000,358000,36,45,KAWASAKI,LUNAS
O3,920000,301000,36,57,SUZUKI,LUNAS
O3,1640000,550000,29,43,SUZUKI,LUNAS
O3,1300000,391000,35,55,SUZUKI,LUNAS
O3,1300000,387000,35,40,SUZUKI,LUNAS
O3,1412000,480000,35,44,SUZUKI,TARIKAN
O2,4971000,395000,35,31,SUZUKI,LUNAS
O3,1372000,373000,24,38,SUZUKI,LUNAS
O2,1210800,385000,24,28,SUZUKI,LUNAS
O2,870454,414000,24,35,SUZUKI,LUNAS
O2,1100460,322000,36,33,SUZUKI,LUNAS
O2,1170000,380000,35,27,YAMAHA,LUNAS
O3,1284000,393000,36,55,SUZUKI,TARIKAN
O2,2475760,361000,36,36,SUZUKI,LUNAS
O3,1890000,590000,24,40,KAWASAKI,LUNAS
O3,1971200,613000,23,39,KAWASAKI,LUNAS
O2,1237659,395000,35,35,SUZUKI,LUNAS
O4,5104850,400000,35,61,SUZUKI,LUNAS
O3,1248000,380000,35,42,YAMAHA,TARIKAN
O3,1820000,436000,36,49,SUZUKI,LUNAS
O3,1587350,522000,23,32,SUZUKI,LUNAS
O2,1721730,490000,35,57,SUZUKI,LUNAS
O3,1251280,375000,36,39,SUZUKI,LUNAS
O2,1398400,480000,35,60,SUZUKI,LUNAS
O2,1235000,379000,36,38,SUZUKI,LUNAS
O2,1644816,447000,35,35,KAWASAKI,LUNAS
O3,1394880,387000,35,53,SUZUKI,LUNAS
O3,1400000,293000,36,43,SUZUKI,LUNAS
O2,1554959,400000,35,32,SUZUKI,LUNAS
O3,1931000,490000,35,48,SUZUKI,LUNAS
O3,1502000,454000,36,39,SUZUKI,LUNAS
O3,1292400,345000,36,49,SUZUKI,LUNAS
O3,1484000,379000,36,49,SUZUKI,LUNAS
O1,1153560,428000,36,46,SUZUKI,LUNAS
O3,1917083,449000,24,44,SUZUKI,LUNAS
O3,1880000,331000,36,41,SUZUKI,LUNAS
O3,1236000,383000,36,31,SUZUKI,LUNAS
O3,1588000,371000,36,40,SUZUKI,LUNAS
O2,1523200,481000,30,34,SUZUKI,LUNAS
O3,1300455,436000,24,44,SUZUKI,LUNAS
O3,1272720,370000,36,37,SUZUKI,LUNAS
O3,1400000,466000,30,48,SUZUKI,LUNAS
O1,1045000,452000,36,33,YAMAHA,LUNAS
O2,1444840,400000,36,49,SUZUKI,LUNAS
O2,1215000,385000,36,27,SUZUKI,LUNAS
O3,1100800,344000,36,27,SUZUKI,LUNAS
O3,1630000,306000,36,45,SUZUKI,LUNAS
O3,1869500,592000,24,37,SUZUKI,LUNAS
O3,1138000,366000,36,40,SUZUKI,LUNAS
O3,1191000,395000,35,31,SUZUKI,TARIKAN
O3,1568800,490000,35,45,SUZUKI,LUNAS
O2,1383142,475000,35,46,SUZUKI,LUNAS
O1,1828800,431000,36,56,KAWASAKI,LUNAS
O3,1665000,490000,35,55,SUZUKI,LUNAS
O2,1635750,353000,36,43,SUZUKI,LUNAS
O3,2794000,400000,35,52,SUZUKI,LUNAS
O3,1439200,346000,30,39,HONDA,LUNAS
O3,1440000,353000,36,30,SUZUKI,LUNAS
O3,1732000,447000,35,33,KAWASAKI,LUNAS
O2,2200000,473000,35,62,KAWASAKI,LUNAS
O3,1489000,419000,36,40,SUZUKI,LUNAS
O3,1422200,441000,36,43,SUZUKI,LUNAS
O3,1620000,340000,36,58,SUZUKI,LUNAS
O3,1306000,387000,35,51,SUZUKI,LUNAS
O3,1552800,490000,35,51,SUZUKI,LUNAS
O3,1854000,395000,35,54,SUZUKI,LUNAS
O2,1466900,318000,36,51,SUZUKI,LUNAS
O1,1206250,353000,36,36,SUZUKI,LUNAS
O2,1600000,480000,35,33,SUZUKI,TARIKAN
O3,1351280,430000,36,28,SUZUKI,LUNAS
O3,1513200,464000,35,43,KAWASAKI,LUNAS
O3,1657440,462000,35,47,SUZUKI,LUNAS
O3,2548000,861000,17,55,SUZUKI,LUNAS
O3,1310000,388000,36,54,SUZUKI,TARIKAN
O3,1451580,475000,35,38,SUZUKI,LUNAS
O3,1526000,480000,35,55,SUZUKI,LUNAS
O3,1508000,379000,36,46,SUZUKI,LUNAS
O3,1321610,387000,35,36,SUZUKI,LUNAS
O2,1160000,387000,35,30,SUZUKI,LUNAS
O2,1200000,419000,36,26,SUZUKI,LUNAS
O3,1314175,400000,35,38,SUZUKI,LUNAS
O2,1234500,400000,35,33,SUZUKI,LUNAS
O3,1530400,454000,24,53,YAMAHA,LUNAS
O3,2620000,850000,11,30,YAMAHA,LUNAS
O3,1234000,380000,35,43,SUZUKI,TARIKAN
O2,1500000,463000,18,43,SUZUKI,LUNAS
O1,1753500,576000,24,53,SUZUKI,LUNAS
O3,1201280,347000,36,38,SUZUKI,LUNAS
O3,1500000,480000,35,43,SUZUKI,LUNAS
O3,1375600,458000,36,53,SUZUKI,LUNAS
O2,1500000,393000,36,50,SUZUKI,LUNAS
O3,1274000,400000,35,61,SUZUKI,LUNAS
O3,1610000,443000,24,34,SUZUKI,LUNAS
O3,1533632,501000,35,51,KAWASAKI,LUNAS
O3,1600000,488000,35,43,KAWASAKI,TARIKAN
O3,1694800,473000,35,49,KAWASAKI,LUNAS
O2,1250000,395000,35,30,SUZUKI,LUNAS
O3,1286000,370000,36,51,SUZUKI,LUNAS
O3,806000,490000,35,33,SUZUKI,LUNAS
O2,1161600,363000,35,37,YAMAHA,LUNAS
O3,1409200,429000,36,55,KAWASAKI,LUNAS
O2,2204700,490000,35,59,SUZUKI,LUNAS
O2,1429992,400000,35,58,SUZUKI,LUNAS
O3,780000,387000,35,53,SUZUKI,LUNAS
O1,1395100,447000,36,47,SUZUKI,LUNAS
O3,1388960,410000,36,51,SUZUKI,LUNAS
O3,1590000,490000,35,38,SUZUKI,LUNAS
O2,2289000,598000,24,38,SUZUKI,LUNAS
O3,1512835,371000,36,53,SUZUKI,LUNAS
O3,1672800,522000,23,39,SUZUKI,LUNAS
O2,883600,535000,29,36,SUZUKI,LUNAS
O3,2195000,471000,35,58,SUZUKI,LUNAS
O3,1332480,349000,36,36,SUZUKI,LUNAS
O3,1593000,522000,23,57,SUZUKI,LUNAS
O3,1500000,473000,35,54,KAWASAKI,LUNAS
O3,1448600,480000,35,40,SUZUKI,LUNAS
O3,1280000,380000,36,48,SUZUKI,LUNAS
O1,1184000,391000,35,50,SUZUKI,LUNAS
O2,2154373,427000,36,58,SUZUKI,LUNAS
O3,1631000,360000,36,46,SUZUKI,LUNAS
O3,1200000,379000,36,38,SUZUKI,LUNAS
O2,1520384,494000,24,32,SUZUKI,LUNAS
O3,1740000,464000,35,49,KAWASAKI,TARIKAN
O3,1570000,478000,35,51,SUZUKI,LUNAS
O3,1663000,400000,35,37,SUZUKI,TARIKAN
O2,1046500,486000,35,32,SUZUKI,TARIKAN
O3,1280000,391000,35,33,SUZUKI,LUNAS
O3,1446000,380000,30,43,SUZUKI,LUNAS
O2,1027950,425000,30,41,KAWASAKI,LUNAS
O3,1424000,365000,36,39,SUZUKI,LUNAS
O3,1272000,346000,30,33,YAMAHA,TARIKAN
O2,1125000,348000,36,35,SUZUKI,LUNAS
O3,1538875,467000,35,51,SUZUKI,LUNAS
O3,1637500,400000,35,34,SUZUKI,LUNAS
O3,1200000,384000,36,49,SUZUKI,LUNAS
O3,1485600,400000,18,38,SUZUKI,LUNAS
O3,1282000,379000,36,40,SUZUKI,LUNAS
O3,1760000,490000,35,39,SUZUKI,LUNAS
O3,1219600,336000,36,44,YAMAHA,LUNAS
O2,911695,499000,35,31,YAMAHA,LUNAS
O2,1170000,380000,35,35,YAMAHA,LUNAS
O2,1178800,380000,35,30,YAMAHA,LUNAS
O3,1256000,380000,35,43,YAMAHA,LUNAS
O2,1430700,400000,35,43,SUZUKI,LUNAS
O3,1746800,502000,35,43,KAWASAKI,LUNAS
O2,1575600,488000,35,33,KAWASAKI,TARIKAN
O3,1382000,380000,36,28,SUZUKI,LUNAS
O3,1588350,379000,36,35,SUZUKI,LUNAS
O3,2686240,827000,12,45,SUZUKI,LUNAS
O3,1512000,438000,24,38,SUZUKI,LUNAS
O3,1468000,463000,35,30,SUZUKI,LUNAS
O3,1578900,510000,35,46,KAWASAKI,TARIKAN
O2,1178000,391000,35,37,SUZUKI,LUNAS
O3,1495840,395000,35,35,SUZUKI,LUNAS
O3,1166300,369000,36,56,SUZUKI,LUNAS
O2,2000000,586000,24,54,SUZUKI,LUNAS
O3,1289440,429000,36,38,KAWASAKI,LUNAS
O3,1489040,469000,35,35,KAWASAKI,TARIKAN
O2,2650350,941000,12,52,SUZUKI,LUNAS
O2,1150000,344000,36,46,SUZUKI,LUNAS
O3,1590000,468000,36,32,SUZUKI,LUNAS
O3,1500000,372000,35,49,SUZUKI,LUNAS
O3,1404000,365000,36,41,SUZUKI,LUNAS
O3,1450000,260000,36,40,SUZUKI,LUNAS
O3,1721600,440000,36,36,KAWASAKI,LUNAS
O3,1690000,451000,35,43,KAWASAKI,TARIKAN
O3,1880000,415000,36,49,SUZUKI,LUNAS
O3,1980000,427000,36,55,SUZUKI,LUNAS
O3,1507360,486000,35,55,SUZUKI,LUNAS
O3,1216000,349000,36,59,SUZUKI,LUNAS
O2,1500000,774000,17,29,SUZUKI,LUNAS
O3,3736800,1137000,11,32,KAWASAKI,LUNAS
O3,2278000,717000,18,52,SUZUKI,LUNAS
O3,1461500,473000,35,48,KAWASAKI,LUNAS
O2,1581500,473000,35,50,KAWASAKI,LUNAS
O3,1700000,519000,35,28,YAMAHA,LUNAS
O3,1295000,336000,36,39,SUZUKI,LUNAS
O2,1113421,463000,35,32,SUZUKI,LUNAS
O2,1971450,372000,35,49,SUZUKI,LUNAS
O2,1488900,377000,36,32,SUZUKI,LUNAS
O3,1680000,480000,35,32,SUZUKI,LUNAS
O3,1420000,415000,36,55,SUZUKI,LUNAS
O3,1150000,245000,36,45,SUZUKI,LUNAS
O2,1152500,380000,35,26,SUZUKI,LUNAS
O3,1530720,480000,35,54,SUZUKI,LUNAS
O3,1642200,510000,24,41,SUZUKI,LUNAS
O3,1566400,451000,35,44,SUZUKI,LUNAS
O2,821100,480000,35,48,SUZUKI,LUNAS
O2,1143000,368000,36,29,KAWASAKI,LUNAS
O2,1180100,372000,35,27,SUZUKI,LUNAS
O3,1580000,495000,24,33,SUZUKI,LUNAS
O3,1308750,245000,36,37,SUZUKI,LUNAS
O3,1780000,315000,36,44,SUZUKI,LUNAS
O3,1625000,400000,35,34,SUZUKI,LUNAS
O2,1245000,393000,35,29,SUZUKI,LUNAS
O2,1325500,477000,24,38,SUZUKI,LUNAS
O3,1945000,532000,29,56,SUZUKI,LUNAS
O3,1759375,532000,29,59,SUZUKI,LUNAS
O3,1650000,361000,36,38,SUZUKI,LUNAS
O2,1150000,380000,35,43,SUZUKI,LUNAS
O3,1728000,411000,36,47,SUZUKI,LUNAS
O3,1302800,328000,36,39,SUZUKI,LUNAS
O3,1780000,463000,35,58,SUZUKI,LUNAS
O3,1443706,408000,36,34,SUZUKI,LUNAS
O3,1325600,295000,36,46,SUZUKI,LUNAS
O3,1950000,320000,36,36,SUZUKI,LUNAS
O3,1796000,440000,36,46,SUZUKI,LUNAS
O3,1375600,349000,36,61,SUZUKI,LUNAS
O3,1349620,254000,36,52,SUZUKI,LUNAS
O3,1695000,516000,24,47,SUZUKI,LUNAS
O3,1297600,320000,24,50,SUZUKI,LUNAS
