OCCUPATION,SALARY,INSTALLMENT,TENOR,USIA,MERK,STATUS
O2,1034900,283000,36,28,SUZUKI,LUNAS
O3,1641700,494000,30,46,SUZUKI,LUNAS
O3,1767775,385000,35,55,SUZUKI,LUNAS
O3,1467170,419000,36,36,SUZUKI,LUNAS
O3,1750000,540000,12,50,SUZUKI,LUNAS
O3,1064080,237000,36,43,SUZUKI,LUNAS
O2,5763000,398000,36,30,SUZUKI,LUNAS
O2,1251810,300000,36,50,SUZUKI,LUNAS
O3,1222695,360000,36,49,SUZUKI,LUNAS
O3,1888750,458000,35,27,SUZUKI,LUNAS
O2,1425695,419000,30,30,SUZUKI,LUNAS
O3,1464000,423000,36,42,SUZUKI,LUNAS
O3,1496000,371000,30,36,SUZUKI,LUNAS
O2,1206174,393000,35,26,SUZUKI,LUNAS
O2,1202412,381000,36,45,SUZUKI,LUNAS
O3,1790000,539000,23,39,SUZUKI,LUNAS
O3,1255600,393000,35,49,SUZUKI,LUNAS
O2,1373200,415000,36,55,SUZUKI,LUNAS
O3,1425125,457000,36,42,KAWASAKI,LUNAS
O3,1263600,387000,35,39,SUZUKI,LUNAS
O3,1187300,380000,35,41,YAMAHA,LUNAS
O3,3533750,486000,35,52,SUZUKI,LUNAS
O3,1596200,390000,36,45,KAWASAKI,LUNAS
O2,1550000,539000,23,56,SUZUKI,LUNAS
O3,1437890,484000,35,55,SUZUKI,LUNAS
O2,1330100,345000,36,26,YAMAHA,LUNAS
O2,1465000,368000,36,41,SUZUKI,LUNAS
O3,1850400,585000,24,56,KAWASAKI,LUNAS
O3,1950000,440000,36,42,SUZUKI,LUNAS
O3,1697280,486000,35,38,SUZUKI,LUNAS
O3,1301600,356000,36,31,SUZUKI,LUNAS
O3,1345200,356000,36,45,SUZUKI,LUNAS
O3,1344000,389000,35,46,SUZUKI,LUNAS
O3,1550000,459000,35,44,SUZUKI,LUNAS
O3,1688000,479000,35,48,KAWASAKI,LUNAS
O3,1647500,490000,36,51,HONDA,LUNAS
O3,2828000,901000,12,35,YAMAHA,LUNAS
O3,1489675,488000,35,41,KAWASAKI,LUNAS
O2,1421170,472000,35,27,SUZUKI,LUNAS
O2,1227900,385000,35,50,SUZUKI,LUNAS
O3,1482000,385000,35,28,SUZUKI,LUNAS
O1,1933400,287000,36,44,SUZUKI,LUNAS
O3,1064125,328000,36,44,SUZUKI,LUNAS
O2,870000,296000,36,28,YAMAHA,LUNAS
O2,1095500,364000,36,38,SUZUKI,LUNAS
O3,1220000,380000,35,34,SUZUKI,LUNAS
O3,1463600,463000,35,43,SUZUKI,LUNAS
O3,1528500,463000,35,50,SUZUKI,LUNAS
O3,1136200,325000,36,43,SUZUKI,LUNAS
O2,1489000,492000,18,31,SUZUKI,LUNAS
O3,1320000,419000,36,27,SUZUKI,LUNAS
O3,1193400,394000,36,26,SUZUKI,LUNAS
O3,1410000,455000,35,59,SUZUKI,LUNAS
O2,1285000,427000,24,31,SUZUKI,LUNAS
O3,1749620,422000,36,66,KAWASAKI,LUNAS
O3,3014800,977000,12,37,KAWASAKI,LUNAS
O3,1409440,459000,35,47,SUZUKI,LUNAS
O3,1280000,393000,35,48,SUZUKI,LUNAS
O3,1528000,463000,35,45,SUZUKI,LUNAS
O3,1568000,419000,36,32,SUZUKI,LUNAS
O2,1193900,393000,35,30,SUZUKI,LUNAS
O3,1470750,395000,35,58,SUZUKI,LUNAS
O2,1351500,451000,35,35,SUZUKI,LUNAS
O3,1288560,371000,35,43,SUZUKI,LUNAS
O3,1592800,510000,35,43,KAWASAKI,LUNAS
O3,1204800,344000,30,36,SUZUKI,LUNAS
O3,1139000,300000,36,48,SUZUKI,LUNAS
O3,1318000,380000,35,45,SUZUKI,LUNAS
O3,2100000,668000,18,36,SUZUKI,LUNAS
O2,1250238,421000,30,33,SUZUKI,LUNAS
O2,2495000,520000,24,35,KAWASAKI,LUNAS
O3,1580560,453000,36,47,SUZUKI,LUNAS
O2,1400000,469000,35,27,KAWASAKI,LUNAS
O3,1590000,542000,29,39,SUZUKI,LUNAS
O2,1435500,473000,35,27,KAWASAKI,LUNAS
O3,1420000,393000,35,51,SUZUKI,TARIKAN
O3,1213637,372000,35,40,SUZUKI,LUNAS
O3,1401280,396000,36,30,KAWASAKI,LUNAS
O3,1454740,463000,35,29,SUZUKI,TARIKAN
O3,1214400,331000,36,56,SUZUKI,LUNAS
O3,1100640,353000,36,50,YAMAHA,LUNAS
O3,1728800,393000,35,53,SUZUKI,LUNAS
O3,1655200,469000,35,28,KAWASAKI,TARIKAN
O2,1322790,427000,36,33,SUZUKI,LUNAS
O2,1145350,331000,36,41,SUZUKI,LUNAS
O3,1992500,332000,36,60,SUZUKI,LUNAS
O2,1245105,287000,36,37,SUZUKI,LUNAS
O2,1420070,473000,35,39,KAWASAKI,TARIKAN
O2,1202050,311000,36,38,SUZUKI,LUNAS
O3,1620000,199000,24,53,SUZUKI,LUNAS
O2,993750,393000,35,37,SUZUKI,LUNAS
O3,1220800,371000,24,32,SUZUKI,LUNAS
O2,1003350,440000,36,47,SUZUKI,LUNAS
O3,1310000,336000,36,44,SUZUKI,LUNAS
O3,1600000,364000,36,36,SUZUKI,LUNAS
O3,2218800,753000,12,41,SUZUKI,LUNAS
O3,1383200,372000,35,45,SUZUKI,LUNAS
O2,1500000,419000,36,26,SUZUKI,LUNAS
O3,1405600,455000,35,47,SUZUKI,LUNAS
O2,1529500,460000,24,33,SUZUKI,LUNAS
O2,1190000,393000,35,50,SUZUKI,LUNAS
O3,1285000,419000,36,44,SUZUKI,LUNAS
O3,1508000,436000,36,45,SUZUKI,LUNAS
O3,1720000,364000,36,57,SUZUKI,LUNAS
O2,1557260,348000,36,40,SUZUKI,LUNAS
O3,1430000,380000,35,48,SUZUKI,LUNAS
O1,1335800,377000,36,56,SUZUKI,LUNAS
O2,1200000,372000,35,47,SUZUKI,LUNAS
O3,1632000,486000,35,53,SUZUKI,LUNAS
O3,1733000,509000,29,40,SUZUKI,LUNAS
O2,1148645,349000,36,46,SUZUKI,LUNAS
O2,1003200,307000,36,42,SUZUKI,LUNAS
O3,1376080,368000,35,47,SUZUKI,LUNAS
O3,1244000,377000,36,30,SUZUKI,LUNAS
O3,1882925,600000,23,50,SUZUKI,LUNAS
O3,1272000,393000,35,32,SUZUKI,LUNAS
O3,1355600,371000,24,54,SUZUKI,LUNAS
O3,1542000,528000,18,35,SUZUKI,LUNAS
O3,1130400,287000,36,43,SUZUKI,LUNAS
O3,1556400,488000,35,25,KAWASAKI,TARIKAN
O3,1560000,506000,35,38,KAWASAKI,LUNAS
O3,1350500,372000,35,43,SUZUKI,LUNAS
O3,1410000,393000,35,40,SUZUKI,LUNAS
O2,5886010,449000,24,36,SUZUKI,LUNAS
O3,1318000,312000,36,53,SUZUKI,LUNAS
O3,2000800,649000,23,58,KAWASAKI,LUNAS
O3,1514000,473000,35,38,KAWASAKI,TARIKAN
O3,1506800,463000,35,54,SUZUKI,LUNAS
O3,1505440,440000,36,48,SUZUKI,LUNAS
O2,1582300,542000,29,43,SUZUKI,LUNAS
O2,1410400,393000,35,26,SUZUKI,LUNAS
O2,1470000,440000,36,30,SUZUKI,LUNAS
O3,1572000,484000,35,41,SUZUKI,TARIKAN
O2,1389000,459000,35,33,SUZUKI,LUNAS
O3,1547200,457000,36,40,KAWASAKI,LUNAS
O3,1467040,466000,36,52,KAWASAKI,LUNAS
O2,1100000,336000,36,31,SUZUKI,LUNAS
O3,1641600,501000,35,48,KAWASAKI,LUNAS
O2,1584950,380000,35,34,SUZUKI,LUNAS
O3,1309600,404000,30,29,SUZUKI,LUNAS
O2,1246156,373000,36,43,SUZUKI,LUNAS
O2,740991,307000,36,50,SUZUKI,LUNAS
O2,1250000,411000,36,27,SUZUKI,LUNAS
O2,1437819,484000,35,27,SUZUKI,LUNAS
O3,1424200,471000,30,50,SUZUKI,LUNAS
O3,1562000,479000,35,40,KAWASAKI,LUNAS
O2,1192212,380000,35,31,YAMAHA,LUNAS
O3,1440775,368000,35,40,YAMAHA,LUNAS
O3,1268000,393000,35,33,SUZUKI,LUNAS
O3,1622000,510000,35,47,KAWASAKI,LUNAS
O3,1612160,484000,35,50,SUZUKI,LUNAS
O3,1427175,372000,35,55,SUZUKI,LUNAS
O3,1380000,439000,29,37,SUZUKI,LUNAS
O3,1366800,380000,35,52,SUZUKI,LUNAS
O2,884100,204000,24,44,SUZUKI,LUNAS
O3,1505600,473000,35,45,KAWASAKI,LUNAS
O2,962436,328000,36,29,SUZUKI,LUNAS
O3,1723300,476000,35,33,SUZUKI,LUNAS
O3,1409000,280000,36,39,YAMAHA,LUNAS
O3,1310000,409000,30,32,YAMAHA,LUNAS
O2,1111500,368000,35,27,YAMAHA,LUNAS
O3,1850000,468000,24,40,SUZUKI,LUNAS
O3,1334000,372000,35,42,SUZUKI,LUNAS
O3,1263680,372000,35,53,SUZUKI,LUNAS
O3,1230800,349000,36,32,SUZUKI,LUNAS
O2,2094550,471000,24,43,SUZUKI,LUNAS
O2,1038754,460000,12,36,SUZUKI,LUNAS
O3,1888000,419000,36,44,SUZUKI,LUNAS
O3,1660000,484000,35,51,SUZUKI,LUNAS
O3,1261205,387000,30,42,SUZUKI,LUNAS
O2,1620000,393000,35,45,SUZUKI,TARIKAN
O3,1755000,427000,24,55,SUZUKI,LUNAS
O3,1402050,365000,24,51,SUZUKI,LUNAS
O3,1297108,393000,35,38,SUZUKI,LUNAS
O3,1200000,389000,35,32,SUZUKI,LUNAS
O2,1870000,561000,18,30,SUZUKI,LUNAS
O3,1018400,328000,36,38,SUZUKI,LUNAS
O3,1508333,463000,35,55,SUZUKI,LUNAS
O3,1443700,393000,35,45,SUZUKI,TARIKAN
O3,1550000,459000,35,35,SUZUKI,LUNAS
O3,1510000,332000,36,54,SUZUKI,TARIKAN
O2,1172000,385000,35,40,SUZUKI,LUNAS
O1,1373400,325000,24,48,SUZUKI,LUNAS
O3,2032000,472000,24,51,SUZUKI,LUNAS
O3,1524000,440000,36,50,SUZUKI,LUNAS
O3,1206000,356000,36,33,SUZUKI,LUNAS
O3,1218500,393000,35,45,SUZUKI,LUNAS
O2,1200000,355000,36,45,SUZUKI,LUNAS
O2,1495000,440000,36,33,SUZUKI,LUNAS
O3,1174300,328000,36,52,SUZUKI,LUNAS
O3,1183700,393000,35,61,SUZUKI,TARIKAN
O3,1550000,415000,36,54,SUZUKI,LUNAS
O3,1518000,473000,35,39,KAWASAKI,LUNAS
O3,1547500,457000,36,56,KAWASAKI,LUNAS
O3,1561000,407000,36,32,KAWASAKI,LUNAS
O3,1366666,451000,35,51,KAWASAKI,LUNAS
O3,3200000,879000,12,37,SUZUKI,LUNAS
O1,1505000,473000,35,54,KAWASAKI,LUNAS
O3,1860000,462000,36,48,KAWASAKI,LUNAS
O3,3520000,307000,36,41,SUZUKI,TARIKAN
O3,1124000,349000,36,27,SUZUKI,LUNAS
O2,2541150,398000,36,48,SUZUKI,LUNAS
O3,1374000,440000,36,48,SUZUKI,LUNAS
O3,1336800,371000,24,37,SUZUKI,LUNAS
O3,1364000,419000,36,55,SUZUKI,LUNAS
O3,1383270,440000,36,48,SUZUKI,LUNAS
O5,17080000,331000,36,42,SUZUKI,LUNAS
O2,1602500,510000,35,37,KAWASAKI,LUNAS
O2,1447900,479000,35,30,KAWASAKI,LUNAS
O3,853000,460000,35,35,KAWASAKI,LUNAS
O3,1300000,266000,36,44,SUZUKI,LUNAS
O3,1160400,324000,36,52,SUZUKI,LUNAS
O2,959000,419000,30,31,SUZUKI,LUNAS
O3,1682000,477000,24,43,SUZUKI,LUNAS
O3,1627605,344000,30,42,SUZUKI,LUNAS
O3,1464000,484000,35,40,SUZUKI,LUNAS
O2,764718,372000,35,41,SUZUKI,LUNAS
O2,1507455,484000,35,28,SUZUKI,LUNAS
O2,2500000,380000,35,45,SUZUKI,LUNAS
O3,1496000,480000,35,46,SUZUKI,LUNAS
O3,1120000,349000,36,35,SUZUKI,LUNAS
O2,2877162,860000,12,28,SUZUKI,LUNAS
O3,1344000,393000,35,34,SUZUKI,LUNAS
O3,1219100,385000,35,28,SUZUKI,LUNAS
O3,1370000,254000,36,50,SUZUKI,LUNAS
O3,1226800,328000,36,41,SUZUKI,LUNAS
O2,1364826,331000,36,37,SUZUKI,LUNAS
O3,1316000,349000,36,36,SUZUKI,LUNAS
O3,1570000,315000,36,32,SUZUKI,LUNAS
O3,1609440,348000,36,43,SUZUKI,LUNAS
O3,1291200,349000,36,39,SUZUKI,LUNAS
O3,1422000,463000,35,31,SUZUKI,LUNAS
O2,1443440,372000,35,38,SUZUKI,LUNAS
O3,1537200,533000,24,30,SUZUKI,LUNAS
O3,1645600,539000,23,47,SUZUKI,LUNAS
O3,1448000,439000,29,42,SUZUKI,LUNAS
O3,1298400,369000,36,43,SUZUKI,LUNAS
O3,1262000,336000,36,40,SUZUKI,LUNAS
O3,1450000,335000,30,46,SUZUKI,LUNAS
O2,1300000,349000,36,51,SUZUKI,LUNAS
O3,1514000,494000,23,36,SUZUKI,LUNAS
O2,1275200,423000,30,35,SUZUKI,LUNAS
O3,1156000,381000,36,41,SUZUKI,LUNAS
O3,1410000,196000,36,54,SUZUKI,LUNAS
O3,1381280,427000,36,43,SUZUKI,LUNAS
O2,1130000,340000,36,50,YAMAHA,LUNAS
O3,1412000,419000,36,50,SUZUKI,LUNAS
O1,1647000,463000,35,55,SUZUKI,LUNAS
O2,5356000,349000,36,33,SUZUKI,LUNAS
O2,1110500,349000,36,34,SUZUKI,LUNAS
O3,1316000,328000,36,45,SUZUKI,LUNAS
O2,1165308,385000,35,36,SUZUKI,LUNAS
O2,1633700,544000,24,28,SUZUKI,LUNAS
O3,1300000,393000,35,56,SUZUKI,LUNAS
O3,1580000,320000,36,40,SUZUKI,LUNAS
O2,5717550,385000,35,40,SUZUKI,LUNAS
O2,1100000,349000,36,26,SUZUKI,LUNAS
O2,1202150,377000,36,26,SUZUKI,LUNAS
O2,1288223,368000,36,37,SUZUKI,LUNAS
O2,1017500,415000,30,32,SUZUKI,LUNAS
O3,1749620,336000,36,53,SUZUKI,LUNAS
O2,978800,328000,36,27,SUZUKI,LUNAS
O3,1262000,393000,35,50,SUZUKI,LUNAS
O3,1503600,398000,36,43,SUZUKI,LUNAS
O3,1445000,398000,36,42,SUZUKI,LUNAS
O3,1439440,393000,35,45,SUZUKI,TARIKAN
O3,1293200,320000,36,36,SUZUKI,LUNAS
O3,1450000,455000,35,55,SUZUKI,LUNAS
O2,1275200,327000,36,44,SUZUKI,LUNAS
O3,1248000,328000,36,30,SUZUKI,LUNAS
O3,1880000,444000,24,40,SUZUKI,LUNAS
O2,1265000,372000,35,30,YAMAHA,LUNAS
O3,1552000,484000,35,30,SUZUKI,LUNAS
O2,1628500,542000,29,38,SUZUKI,LUNAS
O2,871647,402000,36,33,SUZUKI,LUNAS
O3,1430000,446000,35,43,SUZUKI,LUNAS
O3,1364000,393000,35,33,SUZUKI,LUNAS
O2,1227900,372000,35,33,SUZUKI,LUNAS
O2,935000,276000,36,30,SUZUKI,LUNAS
O3,1409700,440000,36,34,SUZUKI,LUNAS
O2,1210800,299000,36,41,SUZUKI,LUNAS
O2,1264900,419000,36,32,SUZUKI,LUNAS
O2,1475200,484000,35,43,SUZUKI,LUNAS
O2,1162800,398000,36,39,SUZUKI,LUNAS
O3,1296000,393000,35,40,SUZUKI,LUNAS
O2,1233800,372000,35,35,SUZUKI,LUNAS
O3,849167,270000,30,28,SUZUKI,LUNAS
O2,1269650,341000,36,45,SUZUKI,LUNAS
O3,1056300,349000,36,59,SUZUKI,LUNAS
O2,1055080,349000,36,36,SUZUKI,LUNAS
O3,1540000,463000,35,46,SUZUKI,LUNAS
O3,1568300,336000,36,57,SUZUKI,LUNAS
O4,5820000,661000,23,56,KAWASAKI,LUNAS
O4,5344000,591000,24,58,KAWASAKI,LUNAS
O2,1520000,473000,35,30,KAWASAKI,LUNAS
O2,1509167,473000,35,32,KAWASAKI,LUNAS
O3,1435000,330000,36,51,SUZUKI,LUNAS
O3,1148655,368000,36,27,SUZUKI,LUNAS
O3,1714875,510000,35,48,KAWASAKI,LUNAS
O2,1087598,380000,35,29,SUZUKI,LUNAS
O3,1000000,484000,35,54,SUZUKI,LUNAS
O2,1385000,455000,35,33,SUZUKI,LUNAS
O3,1339200,398000,36,51,SUZUKI,LUNAS
O3,1459720,368000,36,42,SUZUKI,LUNAS
O2,1200300,393000,35,29,SUZUKI,LUNAS
O3,1660640,473000,35,32,KAWASAKI,LUNAS
O3,1506400,463000,35,41,SUZUKI,LUNAS
O3,1479655,431000,36,36,SUZUKI,LUNAS
O3,1750000,372000,35,50,SUZUKI,LUNAS
O3,1497000,372000,35,35,SUZUKI,LUNAS
O3,1825000,368000,30,61,SUZUKI,LUNAS
O3,1959600,455000,24,38,SUZUKI,LUNAS
O3,1414560,393000,35,32,SUZUKI,TARIKAN
O2,800000,484000,35,38,SUZUKI,LUNAS
O3,1236240,345000,36,48,SUZUKI,LUNAS
O3,1662000,451000,35,44,SUZUKI,LUNAS
O2,1165308,340000,30,32,SUZUKI,LUNAS
O3,1497440,480000,35,58,SUZUKI,LUNAS
O3,2590000,822000,12,41,SUZUKI,TARIKAN
O2,842690,393000,35,43,SUZUKI,LUNAS
O2,1350000,349000,36,37,SUZUKI,LUNAS
O2,1373600,440000,36,26,SUZUKI,LUNAS
O2,1750700,463000,35,36,SUZUKI,LUNAS
O3,1426000,312000,36,36,SUZUKI,LUNAS
O3,1780000,558000,24,36,HONDA,LUNAS
O3,1139600,349000,36,45,SUZUKI,LUNAS
O3,1310000,336000,36,35,SUZUKI,TARIKAN
O3,1562500,350000,36,39,SUZUKI,LUNAS
O3,1418000,340000,36,50,SUZUKI,LUNAS
O3,1068300,349000,36,48,SUZUKI,LUNAS
O3,1222410,356000,36,61,SUZUKI,LUNAS
O2,1520000,484000,35,30,SUZUKI,LUNAS
O2,1370000,466000,36,28,KAWASAKI,LUNAS
O3,1421600,393000,35,52,SUZUKI,TARIKAN
O3,1672000,531000,35,35,HONDA,LUNAS
O3,4000000,481000,35,45,YAMAHA,LUNAS
O2,1664000,484000,35,30,SUZUKI,LUNAS
O3,1360834,355000,36,46,SUZUKI,LUNAS
O3,1631600,332000,36,34,SUZUKI,LUNAS
O3,1181200,349000,36,41,SUZUKI,LUNAS
O2,1200300,336000,36,28,SUZUKI,LUNAS
O2,1223900,344000,30,46,SUZUKI,LUNAS
O2,1333240,372000,35,48,SUZUKI,LUNAS
O3,1488800,431000,36,45,SUZUKI,TARIKAN
O3,1480720,472000,35,24,SUZUKI,LUNAS
O3,1290000,393000,35,29,SUZUKI,LUNAS
O3,1272000,336000,36,48,SUZUKI,LUNAS
O2,1048900,336000,36,42,SUZUKI,LUNAS
O3,2530000,827000,12,39,SUZUKI,LUNAS
O3,1437000,463000,35,60,SUZUKI,LUNAS
O2,5768000,440000,36,30,SUZUKI,LUNAS
O3,1250000,393000,35,26,SUZUKI,LUNAS
O3,1420000,310000,24,37,SUZUKI,LUNAS
O3,1140000,300000,30,57,SUZUKI,LUNAS
O3,1904000,504000,18,54,SUZUKI,LUNAS
O3,1326200,336000,36,29,SUZUKI,LUNAS
O2,1217114,363000,30,35,SUZUKI,LUNAS
O3,1194000,349000,36,46,SUZUKI,LUNAS
O3,1310000,427000,36,29,SUZUKI,LUNAS
O2,1410000,393000,35,37,SUZUKI,LUNAS
O3,1320000,372000,35,29,SUZUKI,LUNAS
O3,1929200,646000,18,48,SUZUKI,LUNAS
O2,1068800,328000,36,46,SUZUKI,LUNAS
O3,1289200,372000,35,32,SUZUKI,LUNAS
O3,1081200,320000,36,38,SUZUKI,LUNAS
O3,1324500,373000,36,53,SUZUKI,LUNAS
O3,1082000,287000,36,48,SUZUKI,LUNAS
O3,1191000,393000,35,37,SUZUKI,LUNAS
O3,1452000,345000,36,42,SUZUKI,LUNAS
O2,1728150,476000,35,41,SUZUKI,LUNAS
O3,1267360,249000,36,39,SUZUKI,LUNAS
O3,1388120,440000,36,40,SUZUKI,LUNAS
O3,1122800,393000,35,42,SUZUKI,LUNAS
O3,1828000,461000,36,48,SUZUKI,LUNAS
O3,1106400,373000,36,52,SUZUKI,LUNAS
O3,1108000,345000,36,31,SUZUKI,LUNAS
O2,1194336,393000,35,26,SUZUKI,LUNAS
O2,1451965,482000,24,38,SUZUKI,LUNAS
O2,1870050,542000,29,36,SUZUKI,LUNAS
O2,1641000,393000,35,42,SUZUKI,LUNAS
O3,1421600,451000,35,48,KAWASAKI,LUNAS
O2,975000,287000,36,27,SUZUKI,LUNAS
O3,1412500,324000,30,33,SUZUKI,LUNAS
O1,1134700,439000,29,48,SUZUKI,LUNAS
O3,1673805,373000,36,41,SUZUKI,LUNAS
O3,1899200,339000,36,36,SUZUKI,LUNAS
O3,1152000,393000,35,27,SUZUKI,TARIKAN
O2,1064337,352000,30,28,SUZUKI,LUNAS
O3,1490000,372000,35,41,SUZUKI,LUNAS
O3,1560000,488000,24,41,SUZUKI,LUNAS
O3,1509600,463000,35,50,SUZUKI,LUNAS
O3,1538333,364000,36,37,SUZUKI,LUNAS
O3,1330000,459000,35,32,SUZUKI,TARIKAN
O3,1774400,381000,36,56,SUZUKI,LUNAS
O3,1070000,332000,36,58,SUZUKI,LUNAS
O3,1308800,316000,36,48,SUZUKI,LUNAS
O3,1694000,561000,24,54,SUZUKI,LUNAS
O3,1262000,372000,35,35,SUZUKI,LUNAS
O3,1730000,533000,24,40,SUZUKI,LUNAS
O3,1433600,411000,36,44,SUZUKI,LUNAS
